BeachCountry,BeachName,BeachRegionalSea,BeachLength_m,BeachType,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100
Italy,Pioppi Pollica (SA),Mediterranean Sea,100,,1.0,,,,2.0,1.0,1.0,3.0,,,1.0,,,,,,,40.0,20.0,3.0,,1.0,5.0,28.0,2.0,,7.0,,7.0,6.0,1.0,5.0,,,,,,,,2.0,,,2.0,,,2.0,,,,,,,,,,,4.0,,,,1.0,1.0,,8.0,,,30.0,1.0,18.0,,,,,,,,,,,,12.0,1.0,,,2.0,2.0
Italy,"Spiaggia Faleriense, Porto SantElpidio (AP)",Mediterranean Sea,100,,,,2.0,,29.0,,3.0,2.0,,5.0,,1.0,,,,1.0,,3.0,,3.0,,,,,,,,,,4.0,1.0,25.0,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,43.0,7.0,31.0,,,,,,,11.0,,,,,,,,,,2.0
Spain,"Valle Gran Rey, Santa Cruz de Tenerife",North-east Atlantic Ocean,100,Rocky,,,,,1.0,,,,,,,,,,,,,9.0,,,,,,99.0,,,31.0,,,,,5.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,2.0,0.0,,,,,,,,,5.0,,,,,,,,,,,,,,2.0,0.0,,,1.0,
Spain,"Passeig Mar?tim de la Barceloneta, 6, 08003 Barcelona, Espagne",Mediterranean Sea,350,,,102.0,,,53.0,13.0,,38.0,,,,,,,,,,179.0,,,,,6.0,6459.0,,,36.0,62.0,5.0,81.0,3.0,117.0,,,,,,,,,,,,5.0,,,,7.0,,,,,,,,,,,,,,,,,,,58.0,,17.0,,,,,,,,,,,,313.0,,,,,2.0
Denmark,MSFD Nymindegab,North-east Atlantic Ocean,100,Sandy,,3.0,7.0,,8.0,7.0,,3.0,1.0,,,2.0,,1.0,,,,1.0,3.0,1.0,,,1.0,,,,4.0,,,1.0,,1.0,,,,2.0,,,,,,,1.0,39.0,,1.0,,18.0,1.0,,,,1.0,1.0,,,2.0,6.0,1.0,,1.0,1.0,,12.0,,,65.0,,4.0,,,,,2.0,,,,,,,,,,,,
Denmark,MSFD Nymindegab,North-east Atlantic Ocean,100,Sandy,,3.0,3.0,,3.0,1.0,,5.0,,,,,,,,,,16.0,2.0,3.0,1.0,,2.0,1.0,1.0,,22.0,1.0,1.0,5.0,,4.0,,1.0,,2.0,,,,,,,4.0,99.0,,7.0,2.0,14.0,,,,,,,,,5.0,3.0,1.0,,3.0,,,7.0,,,125.0,,14.0,,,,,,,,,,,1.0,26.0,,1.0,,,
Denmark,MSFD Nymindegab,North-east Atlantic Ocean,100,Sandy,,1.0,2.0,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,3.0,,,,,2.0,,,,1.0,,,,,,,2.0,20.0,,,1.0,2.0,,,,,,2.0,,1.0,1.0,1.0,,,,,,38.0,,,15.0,,2.0,,,,,1.0,,,,,,,,,,,,
Denmark,MSFD Nymindegab,North-east Atlantic Ocean,100,Sandy,,,3.0,,3.0,1.0,1.0,2.0,,,1.0,,,,,,,4.0,1.0,2.0,1.0,,,2.0,,,2.0,1.0,1.0,3.0,,2.0,,1.0,,,,,,,,,1.0,36.0,,2.0,,1.0,,,,,,,,1.0,,5.0,,,1.0,,,13.0,,,,,12.0,,,,,,,,,,,,4.0,,,,,
Italy,"Spiaggia libera Magazzeno, Pontecagnano (SA)",Mediterranean Sea,100,,,24.0,45.0,,73.0,56.0,13.0,24.0,1.0,7.0,6.0,,2.0,3.0,1.0,4.0,1.0,18.0,5.0,3.0,1.0,10.0,8.0,70.0,4.0,1.0,17.0,2.0,,66.0,37.0,7.0,1.0,,3.0,,10.0,,,,,,5.0,,,,2.0,5.0,,1.0,4.0,,1.0,,1.0,8.0,5.0,6.0,8.0,,,22.0,,20.0,,,150.0,11.0,105.0,7.0,,1.0,,,,5.0,6.0,,6.0,,,10.0,,10.0,6.0,10.0
Italy,"Spiaggia libera Magazzeno, Pontecagnano (SA)",Mediterranean Sea,100,,,3.0,,,50.0,37.0,25.0,3.0,,,,,,,20.0,13.0,5.0,5.0,3.0,60.0,5.0,,3.0,19.0,13.0,2.0,,2.0,,,,1.0,,,,,,,4.0,,12.0,,6.0,15.0,,,2.0,3.0,6.0,,10.0,,,,,,,,,,,,,,,,531.0,20.0,190.0,3.0,,,,,3.0,1.0,,,1.0,,,,,,,18.0
Denmark,Karrebæksminde,Baltic Sea,35,Sandy,,2.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,"Sabinillas, Málaga",Mediterranean Sea,100,Sandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Flora Mamaia,Black Sea,194,Sandy,,8.0,2.0,,20.0,38.0,6.0,5.0,,,5.0,,,,,,,8.0,,,,6.0,,8.0,,,11.0,,,8.0,4.0,3.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,,,,,,,,,,1.0,,,,,
Romania,Flora Mamaia,Black Sea,194,Sandy,,7.0,10.0,,13.0,10.0,,9.0,,,,,,,,,,16.0,,,,,,10.0,,,3.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,4.0,,,,,,,,,,,,,,,,,
Romania,Flora Mamaia,Black Sea,194,Sandy,,13.0,13.0,,14.0,19.0,,7.0,,,,,,,,,,10.0,,,,4.0,2.0,16.0,,,6.0,,,,2.0,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,3.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,
Italy,predstavitev,Mediterranean Sea,645,Pebbels,,5.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
Greece,Avdira (inland),Mediterranean Sea,261,Sandy,,5.0,3.0,,12.0,10.0,,3.0,,,,,,,,,,5.0,,,,,,32.0,,,9.0,,,,0.0,11.0,,,,,,,,0.0,,,,3.0,,0.0,,,,,,,,,,,,,,,,,,1.0,3.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
Denmark,Nr Lyngby,North-east Atlantic Ocean,403,Sandy,1.0,8.0,18.0,,2.0,2.0,3.0,8.0,,2.0,,,,,,,,73.0,,,7.0,,4.0,54.0,1.0,,35.0,,5.0,5.0,1.0,17.0,,,,2.0,,2.0,,0.0,,,50.0,231.0,1.0,4.0,,,,,408.0,2.0,,,,,15.0,82.0,,,5.0,1.0,,19.0,172.0,1.0,64.0,1.0,64.0,,,,,,,8.0,,,,,43.0,2.0,,,,2.0
France,"4756 Route de la Plage, 40560 Vielle-Saint-Girons, France",North-east Atlantic Ocean,80,,,,50.0,,50.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,100.0,,,,20.0,,,,,,,,,,,,,5.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,10.0
Denmark,Hornbæk Strand,North-east Atlantic Ocean,1919,,,7.0,0.0,,10.0,0.0,,8.0,,,1.0,,,,,,,1.0,,,,1.0,,10.0,,,0.0,,1.0,1.0,0.0,2.0,,,1.0,1.0,,,,0.0,,,1.0,0.0,,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,,0.0,2.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
Sweden,Rullsand,Baltic Sea,3598,Sandy,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,6.0,0.0,1.0,,,,,0.0,,,,,,0.0,0.0,1.0,,0.0,,
,"674 Route du Panorama de Kernisi, 29470 Plougastel-Daoulas, France",North-east Atlantic Ocean,750,,,,,,,8.0,,50.0,,,1.0,,,,,,,5.0,,,,,3.0,9.0,,,,1.0,,4.0,6.0,2.0,,,,,,,,,2.0,,,30.0,,,,10.0,,,40.0,,,,,,,,,,,3.0,,,,,150.0,,160.0,,,,,,,,,,,,,,,,,3.0
,Perranporth,North-east Atlantic Ocean,618,,,3.0,5.0,,6.0,2.0,,11.0,,,,,,,,,,10.0,,,,,,5.0,,,6.0,,,,0.0,6.0,,,,,,,,0.0,,,,6.0,,57.0,,,,,,,,,,,,,,,,,,6.0,4.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
Greece,"Alinda, Leros",Mediterranean Sea,81,Sandy,,4.0,2.0,,8.0,8.0,,1.0,,,,,,,,,,4.0,,,,,,25.0,,,1.0,,,,2.0,9.0,,,,,,,,0.0,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,0.0,12.0,,,,8.0,,,,,,,,,,,,0.0,,,,,
Switzerland,sihl_zürich_himmelhebern,,30,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,sihl_zürich_himmelhebern,,30,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Switzerland,sihl_zürich_himmelhebern,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,sihl_zürich_himmelhebern,,30,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
Switzerland,sihl_zürich_himmelhebern,,30,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,"6 Avenue des Sables, 33121 Carcans, France",North-east Atlantic Ocean,78,,,70.0,,,10.0,12.0,,11.0,,,,,,,,,,30.0,,,,,6.0,75.0,,,15.0,31.0,11.0,3.0,2.0,210.0,,,,,,,,,,,,70.0,,,,40.0,,,,,,,,,,,,,50.0,4.0,,,,,1200.0,,6.0,,,,,,,,,,,,115.0,,,,,20.0
,"9 Chemin du Port, 73100 Brison-Saint-Innocent, France",Unknown,750,,,1.0,,,1.0,,,3.0,,,,,,,,,,5.0,,,,,1.0,170.0,,,47.0,3.0,,3.0,,5.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,25.0,,1.0,,,,,,,,,,,,,,,,,1.0
Slovenia,Koper - Zusterna,Mediterranean Sea,643,Other (mixed),,66.0,2.0,,24.0,19.0,,66.0,,,,,,,,,,,,33.0,,5.0,5.0,348.0,,,,,,20.0,2.0,7.0,,,,,,,,9.0,,,,10.0,,,,,,,2.0,,,,,,,,,,,,,,,,55.0,,432.0,,,,,,,,,,,,8.0,,,1.0,,
Slovenia,Fiesa-Jezero (Lake),Mediterranean Sea,137,Pebbels,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,Sardala Koyu ,Black Sea,95,Other (mixed),4.0,27.0,8.0,15.0,12.0,29.0,,9.0,1.0,,9.0,,,1.0,,4.0,,37.0,,1.0,11.0,,2.0,421.0,,,8.0,,,12.0,1.0,15.0,,,,8.0,1.0,1.0,,,,,2.0,5.0,1.0,,1.0,,,,2.0,,,1.0,,,,,,,,,,16.0,19.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,
Cyprus,Lara Beach,Mediterranean Sea,101,Sandy,,,8.0,2.0,,,,4.0,,,,,,,,,,32.0,1.0,,15.0,,2.0,3.0,6.0,,,4.0,,,,4.0,,,,,,,,,,,,13.0,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,33.0,,,,,,,6.0,,,,,,,,,2.0,
Netherlands,"34 Boulevard, 2225 AC Katwijk, Pays-Bas",North-east Atlantic Ocean,67,,,10.0,10.0,,5.0,,,2.0,,,,,,,,,,60.0,,,,,5.0,50.0,,,10.0,50.0,3.0,12.0,6.0,40.0,,,,,,,,,,,,30.0,,,,6.0,,,20.0,,,,,,,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,20.0,,,,,5.0
France,"Plage du Moulin Blanc, 29200 Brest, France",North-east Atlantic Ocean,73,,,30.0,,,8.0,10.0,,20.0,,,,,,,,,,20.0,,,,,5.0,100.0,,,90.0,80.0,1.0,10.0,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,50.0,,30.0,,,,,,,,,,,,40.0,,,,,
Estonia,Tallinn Bay (Tallinna Lahe osa),Baltic Sea,802,Other (mixed),1.0,28.0,131.0,7.0,23.0,12.0,,45.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,106.0,1.0,18.0,8.0,1.0,12.0,437.0,1.0,1.0,67.0,1.0,1.0,1.0,26.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,83.0,1.0,86.0,9.0,28.0,,,,,,,,,,,2.0,17.0,,,1.0,3.0,
,"43 Place Maurice Chevalier, 94130 Nogent-sur-Marne, France",Unknown,750,,,13.0,,,10.0,5.0,,10.0,,,15.0,,,,,,,36.0,,,,,4.0,5238.0,,,214.0,24.0,1.0,30.0,1.0,35.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,176.0,,11.0,,,,,,,,,,,,5.0,,,,,11.0
France,"3 Boulevard Clemenceau, 76600 Le Havre, France",North-east Atlantic Ocean,2000,,,9640.0,,,100.0,24.0,,335.0,,,,,,,,,,98.0,,,,,,1092.0,,,,,,60.0,,137.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,7730.0,,5550.0,,,,,,,,,,,,,,,,,
France,"Parking plage de la garonne, 33950 Lège-Cap-Ferret, France",North-east Atlantic Ocean,79,,,60.0,,,5.0,10.0,,4.0,,,,,,,,,,30.0,,,,,,10.0,,,20.0,70.0,3.0,3.0,5.0,2.0,,,,,,,,,,,,80.0,,,,5.0,,,,,,,,,,,,,15.0,5.0,,,,,20.0,,5.0,,,,,,,,,,,,70.0,,,,,3.0
Italy,Torvaianica Beach,Mediterranean Sea,209,Sandy,,1.0,4.0,,17.0,10.0,,6.0,,,,,,,,,,31.0,,,,,,36.0,,,4.0,,,,11.0,13.0,,,,,,,,15.0,,,,5.0,,16.0,,,,,,,,,,,,,,,,,,4.0,37.0,,,,30.0,,,,,,,,,,,,43.0,,,,,
,"20 Place de la Lib?ration, 54210 Tonnoy, France",Unknown,350,,,15.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,60.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,,6.0,,,,,,,,,,,,,,,,,2.0
Switzerland,Berlingen,,1853,Pebbels,,4.0,13.0,,,1.0,,4.0,,,,,,,,,,8.0,,3.0,,7.0,3.0,101.0,,,139.0,1.0,,3.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,7.0,,,,5.0,3.0,,,,,,4.0,,,,3.0,,1.0,,,,
Switzerland,limmat_zürich_mortensena_meiera,,29,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,3.0,1.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,3.0,,,0.0,0.0
Switzerland,sihl_zürich_himmelhebern,,30,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,4.0,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,4.0,,2.0,,,,,,,,,,,,,,,,,
Switzerland,sihl_zürich_himmelhebern,,30,,,,1.0,,,,,,,,,,,,,,,,,,,,,19.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
France,"157 Boulevard de la Dune, 40150 Soorts-Hossegor, France",North-east Atlantic Ocean,750,,,115.0,,,,1.0,,5.0,,,3.0,,,,,,,17.0,,,,,1.0,9.0,,,50.0,,,2.0,,16.0,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,2.0,,,,,,60.0,,5.0,,,,,,,,,,,,,,,,,2.0
,Ile de bananec,North-east Atlantic Ocean,446,Other (mixed),,,,,,2.0,,,,,,,,,,,,,,4.0,6.0,,,,,,8.0,,,,2.0,,,,,,,,,,,,10.0,16.0,2.0,8.0,44.0,2.0,,,12.0,,2.0,,,,2.0,,,,2.0,,,,4.0,,80.0,,,,,,,10.0,,,,,,,,,,,,
Bulgaria,irakli,Black Sea,2222,Sandy,,4.0,14.0,2.0,14.0,25.0,3.0,,,4.0,1.0,3.0,1.0,2.0,,2.0,1.0,232.0,10.0,410.0,31.0,3.0,4.0,33.0,3.0,1.0,19.0,6.0,10.0,24.0,2.0,7.0,,2.0,,,,,,3.0,,,5.0,14.0,6.0,,,2.0,,,1.0,,1.0,,,,,4.0,,,1.0,2.0,,,55.0,5.0,190.0,4.0,,,,,,,,3.0,1.0,,1.0,,,,,,4.0,1.0
Italy,"Torre Cerrano, Strada Statale 16 Adriatica Km431, 64025 Pineto (Te), Italie",Mediterranean Sea,82,,,50.0,40.0,,20.0,,,10.0,,,,,,,,,,30.0,,,,,,,,,10.0,,6.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,2.0,,,,,40.0,,100.0,,,,,,,,,,,,,,,,,
France,"27 Avenue de la Planche, 13008 Marseille, France",Mediterranean Sea,81,,,,,,,,,,,,,,,,,,,73.0,,,,,,840.0,,,15.0,30.0,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,20.0,,,,,
Spain,"Alabortza, Gipuzkoa",North-east Atlantic Ocean,100,Pebbels,,6.0,,,7.0,,,7.0,,,,,,,,,,7.0,,,,,,,,,85.0,,,,,4.0,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,1.0,8.0,,,,,,3.0,,,3.0,,,,,,,,,,1.0,,,,,0.0,,,,
Spain,"Alabortza, Gipuzkoa",North-east Atlantic Ocean,100,Pebbels,11.0,139.0,,,58.0,,4.0,18.0,,,7.0,4.0,,,,,,51.0,,,,,,40.0,,,37.0,,,,,22.0,,,,,,,,,,91.0,,92.0,11.0,,,,1.0,,14.0,,1.0,,,,12.0,277.0,,,,,,229.0,,,3.0,1.0,,,,,,,,,2.0,,,,,3.0,,,,1.0
Spain,"Alabortza, Gipuzkoa",North-east Atlantic Ocean,100,Pebbels,,67.0,,,22.0,,7.0,22.0,,,,,,,,,,7.0,,,,,,17.0,,,40.0,,,,,13.0,,,,,,,,,,,,17.0,3.0,,,,,,7.0,,2.0,,,,5.0,3.0,,,,,,,,,8.0,8.0,,,,,,,,,8.0,,,,,0.0,,,,
Bulgaria,Chernomoretz,Black Sea,2037,Other (mixed),,15.0,30.0,,21.0,5.0,,3.0,,,,,,,,,,13.0,,,,,,38.0,,,5.0,,,,10.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,10.0,,,,,,,,,,,,4.0,,,,,
Italy,"Spiaggia del Pezzolo a Marina di Seiano, Vico Equense (NA)",Mediterranean Sea,100,,,6.0,2.0,,6.0,8.0,,2.0,,,1.0,,,1.0,,,,20.0,,,,,1.0,,,1.0,30.0,,,6.0,17.0,,,,,,,,,,,,,1.0,,,60.0,,,,,47.0,,,,,,,,1.0,4.0,,,138.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,
Switzerland,Mannenbach-Salenstein,,1750,Pebbels,,8.0,20.0,,2.0,,,7.0,,,,,,,,,,12.0,,18.0,,2.0,2.0,23.0,1.0,,36.0,9.0,1.0,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,17.0,1.0,7.0,,,,,12.0,,,1.0,,,,1.0,1.0,,,,
Denmark,MSFD Nymindegab,North-east Atlantic Ocean,100,Sandy,,1.0,1.0,,3.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,8.0,4.0,3.0,1.0,1.0,,3.0,2.0,,2.0,,,,,1.0,,,,1.0,,2.0,,,,,6.0,78.0,,2.0,,6.0,,,,,1.0,,,,2.0,2.0,,,3.0,,,2.0,,,42.0,1.0,1.0,,,,,1.0,,,,,,,11.0,,1.0,,,
Denmark,MSFD Nymindegab,North-east Atlantic Ocean,100,Sandy,,1.0,6.0,,3.0,1.0,3.0,4.0,,,1.0,,,,,,,8.0,2.0,1.0,2.0,,,1.0,1.0,,26.0,1.0,4.0,3.0,,4.0,,,,2.0,,3.0,,,,,1.0,47.0,,58.0,,,,,,,,,,,3.0,15.0,,,3.0,,,8.0,,,95.0,,12.0,,,,,,,,1.0,,,,5.0,,,,,1.0
Denmark,MSFD Nymindegab,North-east Atlantic Ocean,100,Sandy,,,4.0,,1.0,,,,,,,,,,,,,13.0,2.0,10.0,5.0,,1.0,2.0,,,2.0,,2.0,1.0,1.0,3.0,,,,,,,,,,,6.0,51.0,,22.0,,9.0,,,,,2.0,,,,1.0,9.0,,,6.0,,,5.0,,,67.0,,2.0,,,,,,,,,,,1.0,31.0,1.0,,1.0,1.0,
Denmark,MSFD Nymindegab,North-east Atlantic Ocean,100,Sandy,,,5.0,,,1.0,,2.0,,,,,,,1.0,,,2.0,3.0,3.0,1.0,,,2.0,1.0,,1.0,,,,,3.0,,,,,,,,,,,1.0,263.0,,16.0,,4.0,1.0,,,,1.0,,,,1.0,4.0,,,,1.0,,3.0,,,32.0,,,,,,,,,,,,,1.0,7.0,,,,1.0,
,"142 Avenue Pierre Mend?s France, 13008 Marseille, France",Mediterranean Sea,350,,,7.0,,,16.0,8.0,,60.0,,,3.0,,,,,,,16.0,,,,,,550.0,,,17.0,,,7.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,4.0,,8.0,,,,,,,,,,,,,,,,,
,"9 Port de Plaisance, 06230 Saint-Jean-Cap-Ferrat, France",Mediterranean Sea,150,,,79.0,,,19.0,,,,,,29.0,,,,,,,32.0,,,,,5.0,,,,,,,,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,213.0,,,,,,,,,,,,,,,,,
,"9 Port de Plaisance, 06230 Saint-Jean-Cap-Ferrat, France",Mediterranean Sea,150,,,22.0,,,3.0,1.0,,12.0,,,10.0,,,,,,,80.0,,,,,1.0,41.0,,,4.0,25.0,7.0,2.0,1.0,8.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,1.0,,,,,,133.0,,20.0,,,,,,,,,,,,,,,,,5.0
Spain,"Pg Mar?tim - Hospital del Mar, 08003 Barcelona, Spain",Mediterranean Sea,750,,,400.0,,,5.0,1.0,,50.0,,,2.0,,,,,,,120.0,,,,,2.0,350.0,,,100.0,400.0,5.0,10.0,2.0,50.0,,,,,,,,,1.0,,,2.0,,,,15.0,,,15.0,,,,,,,,,,1.0,1.0,,,,,2.0,,3.0,,,,,,,,,,,,10.0,,,,,10.0
,"275 Route de Pors ar Vil Keralliou, 29470 Plougastel-Daoulas, France",North-east Atlantic Ocean,350,,,250.0,,,10.0,7.0,,5.0,,,2.0,,,,,,,16.0,,,,,1.0,,,,10.0,2.0,1.0,10.0,,2.0,,,,,,,,,1.0,,,80.0,,,,50.0,,,112.0,,,,,,,,,,2.0,2.0,,,,,100.0,,100.0,,,,,,,,,,,,1.0,,,,,1.0
France,"15 Rue de la Loge, 13002 Marseille, France",Mediterranean Sea,150,,,37.0,,,20.0,5.0,,21.0,,,10.0,,,,,,,8.0,,,,,2.0,90.0,,,24.0,10.0,12.0,5.0,3.0,20.0,,,,,,,,,,,,11.0,,,,6.0,,,5.0,,,,,,,,,,,3.0,,,,,55.0,,6.0,,,,,,,,,,,,,,,,,5.0
Italy,"Spiaggia di Monaco, Maruggio (TA)",Mediterranean Sea,100,,,3.0,2.0,,6.0,4.0,2.0,,,1.0,,,,,,1.0,,36.0,28.0,41.0,49.0,,1.0,121.0,,,1.0,11.0,1.0,43.0,,36.0,,,,,,,,51.0,,,1.0,28.0,,,,2.0,1.0,1.0,,16.0,6.0,,,1.0,10.0,1.0,,,2.0,5.0,,,,,136.0,,32.0,1.0,1.0,,,,,1.0,1.0,,1.0,,114.0,,,1.0,3.0,1.0
Portugal,"14 Avenida Alto da Vela, Silveira Silveira, Portugal",North-east Atlantic Ocean,87,,,70.0,,,25.0,6.0,,50.0,,,,,,,,,,30.0,,,,,11.0,200.0,,,40.0,45.0,6.0,,,30.0,,,,,,,,,,,,15.0,,,,2.0,,,20.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,20.0,,,,,10.0
,Murlough Nature Reserve,North-east Atlantic Ocean,334,Other (mixed),,,4.0,,2.0,,,1.0,,,,,,,,,,5.0,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,9.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
Morocco,"Safi Morocco , 46000 Safi , Maroc",,98,,,222.0,,,352.0,,,,,,,,,,,,,,,,,,5.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,kanal 2 varnensko ezero - cherno more,Black Sea,1227,Rocky,,,,,47.0,75.0,9.0,27.0,,,,,1.0,,,4.0,,,,46.0,,,,101.0,,1.0,168.0,3.0,1.0,,11.0,4.0,,8.0,,2.0,,,,,,,,,,,4.0,,,,12.0,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,
